CandidateID,Skill
2185,"Machine Learning, Statistics, Deep Learning"
2186,"Spring Boot, Docker"
2187,"Power Bi, Reporting, Tableau"
2188,Agile
2189,"Reporting, Excel, Data Cleaning, Tableau, Sql, Power Bi"
2190,"Reporting, Data Cleaning, Tableau"
2191,"Mlops, Tensorflow, Computer Vision, Pytorch, Cloud"
2192,"System Design, Docker, Agile, Spring Boot"
2193,"Keras, Computer Vision, Python, Cloud"
2194,"Nlp, Pandas, Python"
2195,"Statistics, Deep Learning, Python, Nlp"
2196,"Reporting, Sql, Excel, Data Cleaning, Tableau"
2197,"System Design, Docker, Spring Boot"
2198,Stakeholder Management
2199,"Python, Tensorflow"
2200,Python
2201,"Git, Rest Apis, System Design"
2202,"Power Bi, Reporting, Sql, Excel"
2203,"Tensorflow, Python"
2204,"Docker, Rest Apis, Git"
2205,"Excel, Power Bi, Data Cleaning"
2206,"Power Bi, Tableau, Reporting, Organization"
2207,"User Stories, Agile, Product Roadmap"
2208,"User Stories, Stakeholder Management, Agile, Product Roadmap, Scrum"
2209,Scrum
2210,"Tensorflow, Pytorch, Python, Keras, Cloud"
2211,"Python, Nlp, Deep Learning"
2212,"Agile, System Design, Git, Spring Boot"
2213,"Python, Keras"
2214,"Reporting, Data Cleaning, Tableau, Sql"
2215,"Power Bi, Sql, Data Cleaning"
2216,"Docker, Agile"
2217,"Deep Learning, Nlp"
2218,Product Roadmap
2219,"Python, Sql, Nlp, Statistics"
2220,"Java, Spring Boot, Git, Word"
2221,"Rest Apis, Agile, Docker, Java"
2222,Machine Learning
2223,"Computer Vision, Mlops, Python, Keras, Cloud"
2224,"Pytorch, Tensorflow"
2225,"User Stories, Agile, Stakeholder Management, Scrum"
2226,"Pandas, Machine Learning, Statistics, Nlp, Deep Learning"
2227,"Sql, Power Bi, Tableau, Reporting"
2228,"Nlp, Python, Pandas, Machine Learning, Sql"
2229,"Product Roadmap, Agile, User Stories, Stakeholder Management"
2230,"System Design, Git, Spring Boot, Docker, Java"
2231,"Product Roadmap, Scrum, Stakeholder Management"
2232,"Java, Docker, System Design, Agile"
2233,"Keras, Mlops, Computer Vision, Tensorflow"
2234,"Sql, Machine Learning, Python, Pandas, Statistics"
2235,"Data Cleaning, Excel, Tableau, Power Bi"
2236,"Sql, Statistics, Python, Deep Learning, Nlp, Pandas"
2237,"Stakeholder Management, User Stories, Agile, Scrum, Product Roadmap"
2238,Excel
2239,"Computer Vision, Pytorch, Keras, Mlops"
2240,"Python, Tensorflow, Mlops"
2241,"Cloud, Pytorch, Tensorflow, Keras"
2242,Pytorch
2243,"Tableau, Excel, Reporting, Data Cleaning"
2244,"Pytorch, Python"
2245,"Cloud, Pytorch, Tensorflow, Python"
2246,"Python, Cloud, Tensorflow, Mlops, Pytorch, Keras"
2247,"Deep Learning, Machine Learning, Statistics, Python, Pandas"
2248,"Scrum, Product Roadmap, Stakeholder Management, Word"
2249,"Stakeholder Management, User Stories, Product Roadmap"
2250,"Agile, Product Roadmap"
2251,"Tableau, Power Bi, Sql, Reporting, Excel"
2252,"Reporting, Tableau, Sql, Data Cleaning, Power Bi"
2253,"Nlp, Machine Learning, Pandas, Statistics, Deep Learning, Python, Sql"
2254,"Agile, Scrum, Product Roadmap, User Stories"
2255,"Stakeholder Management, Agile, Scrum, Product Roadmap, Word"
2256,"Rest Apis, Git"
2257,"Rest Apis, Git, Java, System Design, Docker"
2258,"Scrum, Product Roadmap, Word"
2259,"Tableau, Data Cleaning, Excel"
2260,"Sql, Power Bi, Excel, Data Cleaning"
2261,"Docker, Rest Apis, Spring Boot, Git, Agile, System Design"
2262,"Cloud, Mlops, Keras"
2263,"Reporting, Data Cleaning"
2264,"Mlops, Cloud, Pytorch"
2265,"User Stories, Scrum, Agile, Stakeholder Management, Product Roadmap"
2266,"Deep Learning, Python"
2267,"User Stories, Stakeholder Management, Product Roadmap"
2268,"Product Roadmap, Agile"
2269,"Pytorch, Keras, Mlops"
2270,"Pandas, Statistics, Sql, Machine Learning"
2271,"Tensorflow, Mlops, Pytorch"
2272,"Tensorflow, Mlops, Python, Computer Vision, Keras"
2273,"Stakeholder Management, User Stories, Agile"
2274,"Sql, Statistics, Machine Learning"
2275,"Java, Rest Apis, Docker"
2276,"Tensorflow, Keras, Pytorch"
2277,"Sql, Machine Learning, Python"
2278,"Tableau, Reporting, Excel, Power Bi"
2279,"Keras, Computer Vision"
2280,"Excel, Sql, Tableau, Data Cleaning, Power Bi, Reporting, Word"
2281,"Sql, Python, Pandas, Nlp, Statistics, Deep Learning"
2282,"Keras, Mlops, Tensorflow"
2283,"Stakeholder Management, Scrum"
2284,"Excel, Sql, Power Bi"
2285,"Nlp, Sql, Pandas, Deep Learning"
2286,"Java, Agile"
2287,"Tableau, Sql, Excel"
2288,"User Stories, Agile"
2289,"Stakeholder Management, Product Roadmap, Agile"
2290,"System Design, Spring Boot, Java, Rest Apis"
2291,"Python, Pytorch, Computer Vision, Keras, Mlops, Cloud"
2292,"Pandas, Deep Learning, Nlp, Python, Statistics"
2293,Reporting
2294,"Pandas, Deep Learning, Python, Sql, Machine Learning"
2295,"Excel, Data Cleaning, Power Bi, Reporting, Tableau"
2296,"Reporting, Excel"
2297,"Stakeholder Management, Agile, Product Roadmap, User Stories"
2298,"Cloud, Tensorflow, Python, Pytorch"
2299,"Java, Docker, Agile, Git, Rest Apis"
2300,"Nlp, Python, Pandas"
2301,"Rest Apis, Spring Boot, Git"
2302,"Mlops, Computer Vision, Cloud, Pytorch, Tensorflow"
2303,"System Design, Docker, Java, Agile, Rest Apis"
2304,"Statistics, Pandas, Python, Machine Learning, Deep Learning, Nlp"
2305,"Data Cleaning, Power Bi, Sql, Excel, Tableau"
2306,"Mlops, Pytorch"
2307,"Tensorflow, Cloud"
2308,"Tensorflow, Keras, Pytorch"
2309,"Docker, Spring Boot, Agile, Rest Apis"
2310,"Python, Pytorch, Tensorflow, Computer Vision, Keras"
2311,"Python, Mlops, Computer Vision, Cloud, Keras"
2312,"Tableau, Sql, Data Cleaning"
2313,"Computer Vision, Mlops, Tensorflow"
2314,"Excel, Data Cleaning, Sql, Reporting, Power Bi"
2315,"Docker, Git"
2316,"Agile, Docker"
2317,"Reporting, Data Cleaning"
2318,"Deep Learning, Machine Learning, Word"
2319,"Tableau, Power Bi, Reporting, Sql, Data Cleaning, Excel"
2320,"Stakeholder Management, Agile, User Stories, Scrum, Product Roadmap"
2321,"Tableau, Reporting, Data Cleaning, Excel, Power Bi, Word"
2322,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
2323,"User Stories, Agile, Scrum"
2324,"Agile, User Stories"
2325,"Data Cleaning, Tableau, Sql, Reporting, Excel"
2326,"Git, System Design, Spring Boot"
2327,Pytorch
2328,"Stakeholder Management, User Stories, Product Roadmap, Agile"
2329,Agile
2330,"Scrum, Agile"
2331,"Python, Mlops, Tensorflow, Cloud, Computer Vision"
2332,"Git, Java, Rest Apis, Docker"
2333,"Pytorch, Mlops, Tensorflow, Cloud"
2334,"Scrum, Stakeholder Management, Word"
2335,"Rest Apis, Git, Agile, Spring Boot"
2336,"Docker, Agile, Rest Apis, System Design"
2337,"Docker, Spring Boot, System Design"
2338,"Tensorflow, Keras, Cloud, Computer Vision"
2339,"Git, Agile, System Design"
2340,"Machine Learning, Python, Nlp, Pandas"
2341,"Keras, Tensorflow, Computer Vision"
2342,"Reporting, Power Bi, Sql"
2343,"Python, Cloud, Computer Vision, Pytorch, Mlops, Keras"
2344,"Sql, Tableau, Data Cleaning, Reporting"
2345,"Statistics, Pandas, Nlp, Sql, Machine Learning"
2346,"Python, Cloud, Organization"
2347,"Keras, Cloud"
2348,"Docker, Agile, System Design, Rest Apis, Git"
2349,Git
2350,"Cloud, Keras, Pytorch"
2351,"Nlp, Deep Learning, Machine Learning"
2352,"Tableau, Reporting, Data Cleaning, Power Bi, Sql"
2353,"Excel, Reporting, Tableau, Sql, Power Bi"
2354,"Python, Cloud, Mlops"
2355,"Keras, Mlops, Cloud, Pytorch, Python, Computer Vision"
2356,"Product Roadmap, User Stories"
2357,Spring Boot
2358,"Pandas, Sql, Statistics, Nlp"
2359,"Sql, Excel, Data Cleaning"
2360,"Product Roadmap, User Stories, Stakeholder Management"
2361,"Tableau, Sql, Excel"
2362,"Mlops, Python, Keras, Tensorflow, Computer Vision"
2363,"Statistics, Machine Learning, Pandas, Sql, Python, Nlp, Deep Learning"
2364,"Pandas, Deep Learning, Statistics, Python, Machine Learning"
2365,"Agile, Scrum, Stakeholder Management, Product Roadmap, User Stories"
2366,"Cloud, Keras"
2367,"Scrum, Agile, User Stories, Product Roadmap, Stakeholder Management"
2368,"Scrum, Stakeholder Management, User Stories"
2369,"Product Roadmap, Scrum, Agile, User Stories"
2370,"Statistics, Machine Learning, Sql, Python, Deep Learning, Pandas"
2371,"Excel, Data Cleaning, Sql"
2372,"Sql, Excel, Data Cleaning, Power Bi"
2373,"Agile, Spring Boot"
2374,"Cloud, Keras, Pytorch, Computer Vision"
2375,"Data Cleaning, Reporting, Tableau, Excel"
2376,"Agile, User Stories, Scrum"
2377,"Agile, Rest Apis, Spring Boot"
2378,"Agile, Scrum, User Stories"
2379,User Stories
2380,"Machine Learning, Statistics, Deep Learning, Sql, Pandas, Python"
2381,"Excel, Data Cleaning, Sql, Tableau"
2382,"Product Roadmap, Scrum, User Stories, Stakeholder Management"
2383,"Git, Java, Agile"
2384,"Stakeholder Management, Product Roadmap, User Stories"
2385,"Excel, Sql, Reporting, Power Bi, Tableau, Data Cleaning"
2386,"Product Roadmap, Stakeholder Management, Agile, User Stories"
2387,Pandas
2388,"Scrum, Agile, Stakeholder Management"
2389,"Rest Apis, System Design, Java"
2390,"Pandas, Deep Learning, Nlp, Statistics, Sql"
2391,"Keras, Pytorch, Cloud, Mlops, Computer Vision, Tensorflow"
2392,"Agile, Java, System Design, Docker"
2393,"User Stories, Product Roadmap, Scrum"
2394,"Statistics, Machine Learning, Python, Deep Learning, Nlp"
2395,"Java, Agile"
2396,"Sql, Reporting, Data Cleaning, Tableau"
2397,"Data Cleaning, Sql, Tableau, Power Bi, Excel"
2398,"System Design, Java, Docker, Git"
2399,"Product Roadmap, Scrum"
2400,"Java, Rest Apis, Docker, Git, Agile, System Design"
2401,"Tableau, Data Cleaning"
2402,"Sql, Deep Learning, Pandas, Statistics, Nlp"
2403,"Machine Learning, Statistics, Sql, Nlp"
2404,"Git, Rest Apis, Docker, Java, Agile"
2405,"Power Bi, Reporting, Tableau, Sql"
2406,"Python, Machine Learning"
2407,"Power Bi, Tableau, Reporting"
2408,"Keras, Python, Computer Vision, Tensorflow, Cloud"
2409,"Excel, Tableau, Sql, Reporting"
2410,Computer Vision
2411,"Git, Rest Apis, Agile, System Design, Java"
2412,"Data Cleaning, Sql, Tableau"
2413,"Machine Learning, Sql, Deep Learning, Pandas, Nlp"
2414,"Statistics, Machine Learning, Python, Pandas, Sql"
2415,"Machine Learning, Statistics, Nlp, Pandas, Python"
2416,"Agile, Product Roadmap, Scrum, Stakeholder Management, User Stories"
2417,"Scrum, User Stories, Stakeholder Management, Product Roadmap"
2418,"Data Cleaning, Tableau"
2419,"Excel, Sql"
2420,"Git, System Design, Spring Boot, Agile"
2421,"Spring Boot, Rest Apis, Java, Agile, Git, Docker"
2422,"User Stories, Product Roadmap, Agile"
2423,"Reporting, Sql, Power Bi, Data Cleaning"
2424,"Tableau, Reporting, Excel"
2425,"User Stories, Agile, Stakeholder Management"
2426,"Java, Agile, Rest Apis, Spring Boot"
2427,"Power Bi, Data Cleaning, Excel"
2428,"Cloud, Mlops, Python, Keras, Tensorflow"
2429,"Nlp, Machine Learning, Pandas, Python"
2430,"System Design, Spring Boot, Agile, Java, Git, Word"
2431,"User Stories, Scrum, Stakeholder Management"
2432,"Tensorflow, Pytorch, Computer Vision, Mlops"
2433,"Reporting, Excel"
2434,"Product Roadmap, Agile, Stakeholder Management, User Stories"
2435,"User Stories, Product Roadmap, Agile, Scrum"
2436,"Cloud, Pytorch, Computer Vision, Keras"
2437,"Power Bi, Sql, Tableau, Data Cleaning, Reporting, Excel"
2438,"Pytorch, Tensorflow, Keras, Python, Computer Vision"
2439,"Tensorflow, Pytorch, Cloud, Computer Vision, Mlops"
2440,Spring Boot
2441,"Statistics, Nlp"
2442,"Cloud, Tensorflow, Pytorch, Mlops, Keras"
2443,"Power Bi, Data Cleaning"
2444,"Nlp, Deep Learning, Statistics"
2445,"Python, Statistics, Machine Learning"
2446,"Reporting, Power Bi, Sql, Tableau"
2447,"Tableau, Data Cleaning, Power Bi, Reporting"
2448,"Pandas, Machine Learning, Nlp, Deep Learning"
2449,"Reporting, Excel, Data Cleaning, Tableau, Sql"
2450,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
2451,"Pytorch, Cloud, Computer Vision"
2452,"Mlops, Python, Pytorch, Computer Vision, Tensorflow"
2453,"Keras, Tensorflow, Pytorch, Python, Mlops, Word"
2454,"User Stories, Scrum, Stakeholder Management, Product Roadmap, Agile"
2455,"Excel, Data Cleaning, Power Bi, Sql"
2456,"Statistics, Pandas"
2457,"Agile, Scrum, User Stories, Stakeholder Management, Product Roadmap"
2458,"Power Bi, Excel, Data Cleaning, Reporting, Tableau, Sql"
2459,"Mlops, Pytorch, Tensorflow, Python, Keras"
2460,"Scrum, Stakeholder Management, Product Roadmap"
2461,"Python, Computer Vision, Keras, Cloud, Tensorflow, Mlops"
2462,"Python, Pandas, Sql, Nlp, Deep Learning"
2463,"Tensorflow, Cloud, Python, Mlops, Keras"
2464,"Excel, Sql, Tableau, Power Bi, Data Cleaning, Word"
2465,"Sql, Python, Machine Learning"
2466,"Data Cleaning, Reporting, Power Bi, Tableau, Sql, Excel"
2467,User Stories
2468,"Tableau, Power Bi, Reporting, Excel"
2469,"Power Bi, Data Cleaning"
2470,"Statistics, Sql, Python, Deep Learning, Nlp, Pandas"
2471,"Mlops, Python, Pytorch, Tensorflow, Computer Vision"
2472,"Python, Sql, Machine Learning, Pandas"
2473,"Agile, Product Roadmap, User Stories, Scrum, Stakeholder Management"
2474,"Data Cleaning, Sql, Tableau, Power Bi, Reporting"
2475,"Excel, Sql, Data Cleaning, Reporting, Tableau"
2476,"Scrum, Agile, User Stories, Stakeholder Management"
2477,"Pytorch, Mlops, Tensorflow"
2478,Tableau
2479,"Keras, Pytorch"
2480,"Deep Learning, Pandas, Sql"
2481,"Spring Boot, Java, Rest Apis"
2482,"Tensorflow, Computer Vision, Mlops, Keras, Pytorch"
2483,"Mlops, Keras, Cloud, Pytorch, Python"
2484,"Rest Apis, Docker"
2485,"Data Cleaning, Reporting, Sql, Tableau"
2486,"Keras, Computer Vision, Mlops, Cloud"
2487,"Git, Rest Apis"
2488,"Keras, Cloud, Pytorch, Mlops, Tensorflow"
2489,"Python, Tensorflow, Cloud"
2490,"Scrum, Product Roadmap, Agile"
2491,"Tensorflow, Python, Computer Vision, Mlops, Cloud, Keras"
2492,"Pytorch, Tensorflow, Cloud"
2493,"Keras, Computer Vision, Mlops, Cloud"
2494,"Pandas, Statistics, Machine Learning, Python, Nlp"
2495,"Python, Pytorch, Keras, Tensorflow"
2496,"Keras, Mlops, Python, Tensorflow"
2497,"Sql, Machine Learning"
2498,"Cloud, Computer Vision"
2499,"System Design, Java, Docker, Rest Apis, Agile"
2500,"Power Bi, Tableau, Excel"
2501,"Data Cleaning, Sql, Power Bi"
2502,"Java, Spring Boot, Docker, System Design, Git, Rest Apis, Agile"
2503,"Tensorflow, Mlops, Python, Computer Vision, Pytorch"
2504,"Excel, Tableau, Sql, Data Cleaning, Reporting"
2505,"Statistics, Sql"
2506,"Spring Boot, Agile, Rest Apis, Java"
2507,"Git, System Design, Agile, Rest Apis, Docker"
2508,Stakeholder Management
2509,"Computer Vision, Python, Keras"
2510,"Tensorflow, Keras, Cloud, Mlops"
2511,"Sql, Power Bi, Tableau"
2512,"Pandas, Deep Learning, Statistics, Nlp, Machine Learning"
2513,Java
2514,"Agile, Product Roadmap, Stakeholder Management, User Stories, Scrum"
2515,"Excel, Reporting, Sql, Data Cleaning, Power Bi, Organization"
2516,"Machine Learning, Pandas, Statistics, Nlp"
2517,"Power Bi, Excel, Reporting, Data Cleaning, Sql, Organization"
2518,"Deep Learning, Sql"
2519,User Stories
2520,"Pytorch, Cloud, Tensorflow, Computer Vision"
2521,"Nlp, Python, Sql, Statistics, Deep Learning, Pandas, Machine Learning"
2522,"Tableau, Sql, Power Bi, Reporting, Data Cleaning"
2523,"Mlops, Cloud, Python, Tensorflow, Pytorch"
2524,"Pandas, Python"
2525,"Spring Boot, Docker, Rest Apis, Git, System Design"
2526,"Cloud, Mlops, Keras, Python, Computer Vision, Tensorflow"
2527,"Pytorch, Tensorflow, Keras"
2528,"Nlp, Pandas"
2529,"Sql, Nlp, Deep Learning, Machine Learning, Pandas, Statistics"
2530,"Sql, Pandas, Nlp, Statistics"
2531,"Stakeholder Management, Product Roadmap, Agile, User Stories"
2532,"Pandas, Sql, Machine Learning"
2533,"Product Roadmap, Scrum, Stakeholder Management, Agile, User Stories"
2534,"Data Cleaning, Power Bi, Tableau, Reporting, Sql"
2535,"Reporting, Power Bi, Excel, Tableau, Sql, Data Cleaning"
2536,"Pandas, Python, Nlp, Statistics, Machine Learning"
2537,"Git, Rest Apis, System Design, Agile, Java"
2538,"Rest Apis, Docker, System Design, Agile, Java"
2539,"Python, Statistics"
2540,"Pandas, Nlp"
2541,"Deep Learning, Pandas, Nlp, Sql, Python"
2542,"Nlp, Python, Sql, Machine Learning"
2543,"System Design, Spring Boot, Agile"
2544,"Scrum, Agile, Stakeholder Management, Product Roadmap"
2545,"Reporting, Sql"
2546,"Product Roadmap, Scrum, User Stories"
2547,"Excel, Reporting, Sql, Power Bi"
2548,"Power Bi, Excel, Reporting, Sql"
2549,"Scrum, User Stories, Product Roadmap, Stakeholder Management, Agile"
2550,"Python, Sql, Statistics"
2551,"User Stories, Stakeholder Management, Agile, Scrum, Product Roadmap"
2552,"Agile, Git, System Design, Docker"
2553,"Excel, Power Bi, Data Cleaning, Tableau"
2554,"Pandas, Machine Learning"
2555,"Sql, Tableau, Excel"
2556,"Stakeholder Management, User Stories"
2557,"Tensorflow, Computer Vision, Mlops"
2558,"Sql, Statistics, Deep Learning, Python"
2559,"Nlp, Statistics, Machine Learning"
2560,"Docker, Agile, Rest Apis, Git, Java, System Design"
2561,"Deep Learning, Python, Nlp"
2562,"Stakeholder Management, Product Roadmap, Scrum"
2563,"Sql, Machine Learning"
2564,"Power Bi, Excel, Sql"
2565,"Stakeholder Management, Scrum, User Stories, Agile, Product Roadmap"
2566,"Agile, User Stories, Stakeholder Management, Scrum"
2567,"Deep Learning, Sql, Pandas"
2568,"Deep Learning, Machine Learning, Organization"
2569,"Data Cleaning, Power Bi, Reporting"
2570,"Nlp, Machine Learning, Deep Learning, Pandas, Python"
2571,"Statistics, Sql, Machine Learning, Python, Pandas"
2572,"Tensorflow, Computer Vision"
2573,"Power Bi, Sql"
2574,"Java, Spring Boot, Git"
2575,"Deep Learning, Statistics, Pandas, Nlp, Python"
2576,"Reporting, Data Cleaning, Tableau, Power Bi"
2577,"Data Cleaning, Reporting, Sql, Power Bi, Tableau, Excel"
2578,"Reporting, Excel"
2579,"Agile, Java, Rest Apis, Spring Boot"
2580,"Excel, Reporting"
2581,"Agile, Scrum, User Stories, Product Roadmap"
2582,"Stakeholder Management, User Stories, Product Roadmap, Agile"
2583,"Product Roadmap, Stakeholder Management, Scrum"
2584,"Power Bi, Sql, Reporting, Excel"
2585,Power Bi
2586,"Python, Statistics, Pandas"
2587,"Python, Statistics, Pandas, Sql, Machine Learning"
2588,"Spring Boot, Java, Agile, Git, System Design, Docker"
2589,"Agile, Scrum, Stakeholder Management"
2590,"Data Cleaning, Sql"
2591,Docker
2592,"Product Roadmap, User Stories, Agile, Stakeholder Management, Scrum"
2593,"Scrum, Agile, User Stories, Product Roadmap, Stakeholder Management"
2594,"Sql, Nlp, Pandas"
2595,"Python, Computer Vision"
2596,"Keras, Tensorflow"
2597,"Python, Mlops"
2598,"Pandas, Deep Learning"
2599,"Data Cleaning, Tableau, Reporting"
2600,"Rest Apis, Agile, Java, System Design"
2601,"Python, Keras, Cloud"
2602,"Cloud, Mlops, Pytorch, Computer Vision, Tensorflow"
2603,"Power Bi, Data Cleaning, Excel, Tableau"
2604,"Sql, Power Bi"
2605,"Computer Vision, Mlops, Python, Keras, Pytorch"
2606,"Rest Apis, Docker, Git, Agile, Spring Boot"
2607,"Scrum, Agile, Product Roadmap, Stakeholder Management, User Stories"
2608,"Reporting, Excel, Tableau"
2609,"Mlops, Python, Computer Vision, Cloud, Keras"
2610,"Sql, Statistics, Nlp"
2611,"System Design, Java, Git"
2612,"Spring Boot, Rest Apis, Docker, Java"
2613,"Sql, Deep Learning, Nlp, Python, Machine Learning"
2614,"Tensorflow, Computer Vision, Keras"
2615,"Python, Tensorflow, Mlops"
2616,"Agile, User Stories, Product Roadmap"
2617,"Deep Learning, Pandas, Sql"
2618,"Deep Learning, Pandas"
2619,"System Design, Java, Rest Apis, Agile, Git"
2620,"User Stories, Agile"
2621,"Machine Learning, Nlp, Python"
2622,"User Stories, Agile, Product Roadmap"
2623,"Computer Vision, Python"
2624,"Sql, Python, Statistics"
2625,"Scrum, Agile"
2626,"Java, Rest Apis, Agile, Spring Boot, System Design, Docker"
2627,"Pytorch, Tensorflow, Cloud, Python, Mlops, Keras, Word"
2628,"Excel, Reporting, Data Cleaning, Power Bi"
2629,"Python, Machine Learning, Nlp, Sql, Deep Learning"
2630,"Java, Agile, System Design, Git"
2631,"Reporting, Excel, Power Bi"
2632,Product Roadmap
2633,"Agile, Scrum, User Stories, Stakeholder Management, Product Roadmap"
2634,"Pandas, Machine Learning, Nlp, Sql"
2635,"User Stories, Scrum, Product Roadmap"
2636,"Pandas, Machine Learning, Sql, Deep Learning, Nlp, Python"
2637,"User Stories, Product Roadmap, Stakeholder Management, Scrum"
2638,"Agile, System Design, Rest Apis, Java, Docker"
2639,"System Design, Rest Apis, Docker, Spring Boot"
2640,"Spring Boot, Docker"
2641,"User Stories, Agile, Stakeholder Management, Product Roadmap"
2642,"Data Cleaning, Tableau, Excel"
2643,"Python, Mlops, Keras, Computer Vision, Tensorflow, Cloud, Pytorch"
2644,"Excel, Data Cleaning, Power Bi"
2645,"Tensorflow, Pytorch, Cloud, Python"
2646,"Python, Statistics, Nlp"
2647,Agile
2648,"Nlp, Python, Sql"
2649,"Data Cleaning, Tableau, Power Bi, Reporting"
2650,"Reporting, Tableau, Power Bi"
2651,"Cloud, Tensorflow, Keras, Mlops, Pytorch"
2652,"Scrum, Product Roadmap"
2653,"Git, Docker, Java"
2654,"Data Cleaning, Excel, Tableau, Reporting, Power Bi"
2655,"Git, Agile, Spring Boot"
2656,"Tensorflow, Mlops, Computer Vision"
2657,"Data Cleaning, Power Bi, Tableau, Sql, Excel"
2658,"Pytorch, Cloud, Python, Tensorflow, Keras"
2659,"Sql, Reporting, Tableau, Excel, Data Cleaning"
2660,"Sql, Machine Learning"
2661,"Data Cleaning, Tableau, Sql, Reporting, Organization"
2662,"Spring Boot, Git, Rest Apis, System Design"
2663,"Machine Learning, Deep Learning"
2664,"Sql, Deep Learning, Statistics"
2665,"Product Roadmap, User Stories, Agile, Stakeholder Management"
2666,"Computer Vision, Cloud, Keras"
2667,"Reporting, Excel, Power Bi, Sql, Data Cleaning"
2668,"Git, System Design, Spring Boot, Rest Apis"
2669,"Cloud, Pytorch, Computer Vision, Python"
2670,"Mlops, Python"
2671,"Tableau, Power Bi"
2672,"Scrum, Product Roadmap"
2673,"Deep Learning, Nlp, Pandas, Python"
2674,"Product Roadmap, Scrum, Stakeholder Management"
2675,"Deep Learning, Nlp, Machine Learning, Sql, Python"
2676,"Power Bi, Tableau, Word"
2677,"Git, Docker, Spring Boot, Agile"
2678,"Mlops, Pytorch, Computer Vision, Keras, Python"
2679,"Cloud, Tensorflow, Python, Mlops"
2680,"Sql, Reporting, Excel"
2681,"Agile, Java, Docker, System Design, Git, Spring Boot"
2682,"Agile, Docker, Rest Apis, Java, System Design"
2683,"Spring Boot, Git"
2684,"Tensorflow, Keras, Pytorch, Computer Vision"
2685,"Rest Apis, Docker, Git, Spring Boot, Java"
2686,"Tensorflow, Cloud, Python, Pytorch, Computer Vision, Mlops"
2687,"Java, System Design, Docker, Agile"
2688,"Deep Learning, Sql, Python, Nlp, Pandas, Statistics"
2689,"Scrum, Agile, User Stories"
2690,"Python, Statistics, Pandas"
2691,"Spring Boot, Docker, Agile, Git, Java"
2692,"Tableau, Excel, Sql, Reporting, Data Cleaning"
2693,"Reporting, Excel"
2694,"Scrum, Stakeholder Management"
2695,"Machine Learning, Nlp"
2696,"Tensorflow, Mlops, Python, Pytorch, Computer Vision"
2697,"Scrum, Stakeholder Management, User Stories, Agile"
2698,"Spring Boot, System Design, Java, Rest Apis"
2699,"System Design, Java, Agile, Rest Apis, Docker"
2700,"Java, Rest Apis, Git, Spring Boot, System Design, Docker"
2701,"Tensorflow, Pytorch, Python"
2702,"Product Roadmap, Agile, User Stories"
2703,"Data Cleaning, Sql, Tableau, Power Bi, Reporting, Excel, Word"
2704,"User Stories, Agile, Stakeholder Management, Product Roadmap, Scrum"
2705,"Python, Sql, Statistics, Pandas, Deep Learning"
2706,"Nlp, Statistics"
2707,"Agile, Scrum, Stakeholder Management, User Stories"
2708,"System Design, Rest Apis, Git, Agile, Java"
2709,"Excel, Power Bi, Reporting, Data Cleaning"
2710,"Agile, Stakeholder Management, Product Roadmap, User Stories, Scrum"
2711,"Stakeholder Management, Scrum, User Stories, Product Roadmap"
2712,"Power Bi, Sql, Excel"
2713,"Git, Spring Boot, Rest Apis"
2714,"Tableau, Reporting, Excel, Data Cleaning, Power Bi"
2715,"Spring Boot, System Design, Java, Docker"
2716,"Python, Deep Learning, Machine Learning, Sql"
2717,"Sql, Deep Learning, Machine Learning, Pandas"
2718,"Sql, Power Bi, Excel, Data Cleaning, Reporting, Tableau"
2719,"Keras, Mlops, Python"
2720,Machine Learning
2721,"Mlops, Cloud, Python, Pytorch"
2722,"User Stories, Scrum"
2723,"Rest Apis, Java, Git"
2724,"Java, System Design, Docker, Rest Apis, Agile, Spring Boot"
2725,"Tableau, Sql, Power Bi"
2726,Stakeholder Management
2727,"Product Roadmap, Agile, User Stories, Stakeholder Management"
2728,"Tableau, Sql, Reporting, Data Cleaning"
2729,"Product Roadmap, Agile, User Stories, Scrum, Stakeholder Management"
2730,"Product Roadmap, Scrum, Agile, Stakeholder Management"
2731,"Nlp, Statistics, Python, Pandas"
2732,"Excel, Power Bi, Tableau"
2733,"Scrum, Agile"
2734,"Tableau, Sql, Excel, Reporting, Power Bi"
2735,"Rest Apis, System Design, Git"
2736,"Product Roadmap, Scrum, User Stories, Stakeholder Management"
2737,"Machine Learning, Deep Learning, Pandas, Statistics, Sql"
2738,"Python, Mlops"
2739,"Keras, Mlops, Computer Vision, Python, Tensorflow"
2740,"Machine Learning, Sql"
2741,"Deep Learning, Machine Learning, Statistics, Sql"
2742,"Keras, Pytorch, Mlops, Computer Vision, Tensorflow"
2743,"Stakeholder Management, Agile, Product Roadmap"
2744,"Python, Deep Learning"
2745,"Reporting, Sql, Tableau, Power Bi"
2746,"Cloud, Python, Mlops"
2747,"Docker, Agile, Java, Rest Apis"
2748,"Agile, Scrum, Stakeholder Management"
2749,Scrum
2750,"Computer Vision, Mlops, Pytorch, Python"
2751,"Stakeholder Management, Product Roadmap, Scrum, User Stories, Agile"
2752,"Agile, Stakeholder Management, Product Roadmap"
2753,"Python, Computer Vision, Tensorflow, Pytorch, Mlops, Keras"
2754,"Data Cleaning, Tableau, Reporting, Sql, Power Bi"
