ID,Job Title,Skill
2673,data analyst,"sql,power bi,excel,reporting"
2674,product manager,"stakeholder management,product roadmap,scrum,agile,user stories"
2675,data scientist,"statistics,nlp,python,machine learning,deep learning,sql,pandas"
2676,product manager,"user stories,scrum,agile"
2677,data scientist,"sql,nlp,deep learning,statistics"
2678,data analyst,"reporting,power bi,data cleaning,sql,tableau,excel"
2679,software engineer,"rest apis,docker,java,spring boot,git"
2680,ml engineer,"keras,python,cloud,tensorflow,mlops,pytorch"
2681,ml engineer,"cloud,pytorch,python,tensorflow,computer vision"
2682,data analyst,"data cleaning,reporting,excel,tableau"
2683,software engineer,"spring boot,docker,java,git"
2684,software engineer,"docker,spring boot,agile,system design,git,java,rest apis"
2685,software engineer,"java,docker,spring boot,system design,git,agile"
2686,ml engineer,"computer vision,mlops,keras,pytorch,tensorflow,python,cloud"
2687,software engineer,"spring boot,docker,java,agile,rest apis"
2688,ml engineer,"mlops,cloud,computer vision,tensorflow"
2689,software engineer,"java,docker,system design,spring boot,agile,rest apis,git"
2690,data scientist,"nlp,deep learning,statistics,sql,pandas,machine learning"
2691,product manager,"user stories,product roadmap,stakeholder management,agile,scrum"
2692,data scientist,"sql,statistics,machine learning,python,deep learning"
2693,software engineer,"java,rest apis,git,system design,docker,agile"
2694,data analyst,"data cleaning,tableau,reporting,power bi"
2695,data analyst,"power bi,reporting,tableau"
2696,product manager,"scrum,user stories,agile,product roadmap"
2697,data scientist,"pandas,python,statistics,sql,machine learning"
2698,ml engineer,"tensorflow,keras,cloud,computer vision,pytorch"
2699,product manager,"user stories,stakeholder management,agile,scrum"
2700,software engineer,"agile,spring boot,java,git,docker,system design,rest apis"
2701,software engineer,"agile,rest apis,spring boot,git"
2702,software engineer,"java,rest apis,agile,spring boot,docker"
2703,ml engineer,"python,tensorflow,computer vision,keras,pytorch,mlops"
2704,product manager,"stakeholder management,product roadmap,scrum,agile,user stories"
2705,data analyst,"reporting,tableau,sql,data cleaning"
2706,product manager,"stakeholder management,scrum,agile"
2707,data scientist,"pandas,sql,deep learning,statistics,nlp,python"
2708,data scientist,"python,deep learning,pandas"
2709,product manager,"product roadmap,stakeholder management,scrum,user stories,agile"
2710,software engineer,"rest apis,git,agile,spring boot,docker,java,system design"
2711,data analyst,"power bi,excel,data cleaning,sql,tableau"
2712,product manager,"user stories,scrum,agile"
2713,product manager,"product roadmap,stakeholder management,agile,scrum,user stories"
2714,data analyst,"sql,reporting,excel"
2715,software engineer,"spring boot,git,system design"
2716,data analyst,"reporting,sql,excel,tableau,data cleaning,power bi"
2717,software engineer,"spring boot,docker,git,rest apis,java"
2718,data scientist,"machine learning,deep learning,python,nlp,sql"
2719,data scientist,"statistics,python,machine learning,pandas,deep learning,sql,nlp"
2720,data analyst,"data cleaning,excel,power bi"
2721,ml engineer,"mlops,tensorflow,cloud,pytorch,python,computer vision,keras"
2722,data scientist,"pandas,machine learning,nlp,sql,statistics,python"
2723,ml engineer,"keras,python,tensorflow,computer vision,cloud,pytorch,mlops"
2724,product manager,"scrum,agile,user stories"
2725,software engineer,"rest apis,git,spring boot,system design,docker,java"
2726,software engineer,"spring boot,docker,agile,git"
2727,data analyst,"excel,reporting,data cleaning,tableau"
2728,product manager,"agile,product roadmap,stakeholder management"
2729,product manager,"product roadmap,user stories,scrum"
2730,data analyst,"excel,sql,reporting,data cleaning,tableau,power bi"
2731,product manager,"user stories,agile,stakeholder management,product roadmap"
2732,product manager,"agile,product roadmap,user stories,stakeholder management,scrum"
2733,data scientist,"machine learning,nlp,pandas,deep learning,python,sql"
2734,data analyst,"reporting,sql,tableau,data cleaning,power bi"
2735,product manager,"product roadmap,stakeholder management,scrum"
2736,data analyst,"tableau,data cleaning,excel,reporting"
2737,software engineer,"spring boot,docker,java,git,system design,agile,rest apis"
2738,product manager,"scrum,agile,product roadmap,stakeholder management,user stories"
2739,data scientist,"python,sql,statistics,pandas,deep learning"
2740,ml engineer,"python,pytorch,mlops,keras,tensorflow"
2741,ml engineer,"keras,pytorch,mlops"
2742,data scientist,"python,statistics,sql,nlp"
2743,data scientist,"deep learning,sql,statistics,machine learning,pandas,python,nlp"
2744,ml engineer,"pytorch,mlops,cloud,keras,python"
2745,product manager,"product roadmap,user stories,agile"
2746,data scientist,"nlp,pandas,machine learning,sql,statistics"
2747,data analyst,"tableau,data cleaning,excel,sql"
2748,ml engineer,"cloud,tensorflow,mlops,pytorch,python,keras"
2749,software engineer,"git,agile,spring boot,java,rest apis"
2750,product manager,"product roadmap,stakeholder management,scrum,user stories"
2751,product manager,"scrum,user stories,stakeholder management,agile,product roadmap"
2752,ml engineer,"keras,cloud,pytorch,computer vision,python,mlops"
2753,product manager,"user stories,scrum,product roadmap,stakeholder management"
2754,product manager,"agile,user stories,stakeholder management,product roadmap"
2755,ml engineer,"pytorch,keras,python"
2756,data analyst,"excel,sql,reporting"
2757,software engineer,"system design,rest apis,git"
2758,ml engineer,"computer vision,python,pytorch,keras"
2759,software engineer,"rest apis,java,system design"
2760,software engineer,"docker,system design,rest apis,agile"
2761,data analyst,"power bi,reporting,data cleaning,excel,sql"
2762,data analyst,"data cleaning,excel,tableau,power bi"
2763,data analyst,"sql,data cleaning,excel"
2764,product manager,"stakeholder management,agile,user stories,scrum,product roadmap"
2765,ml engineer,"pytorch,computer vision,cloud,python,mlops,keras"
2766,data scientist,"sql,statistics,pandas,python,deep learning,machine learning,nlp"
2767,software engineer,"docker,system design,java,spring boot,agile,git,rest apis"
2768,data scientist,"machine learning,python,nlp,pandas,statistics,sql,deep learning"
2769,ml engineer,"tensorflow,cloud,python,pytorch,mlops,computer vision"
2770,data analyst,"excel,reporting,power bi,tableau,sql,data cleaning"
2771,product manager,"agile,user stories,stakeholder management,product roadmap,scrum"
2772,data scientist,"nlp,sql,statistics,python,deep learning,machine learning"
2773,product manager,"product roadmap,scrum,agile"
2774,data scientist,"nlp,sql,statistics,deep learning,python,pandas,machine learning"
2775,product manager,"user stories,agile,product roadmap"
2776,product manager,"scrum,product roadmap,user stories,stakeholder management,agile"
2777,ml engineer,"pytorch,mlops,computer vision,python,keras,tensorflow"
2778,software engineer,"java,rest apis,docker,system design,agile"
2779,product manager,"scrum,product roadmap,stakeholder management,agile,user stories"
2780,ml engineer,"pytorch,tensorflow,mlops,keras,python"
2781,software engineer,"rest apis,docker,system design,git"
2782,data analyst,"tableau,sql,data cleaning"
2783,data scientist,"pandas,nlp,statistics,deep learning"
2784,data analyst,"sql,power bi,tableau,reporting,excel,data cleaning"
2785,software engineer,"spring boot,agile,docker,git,system design"
2786,data analyst,"excel,data cleaning,power bi,tableau,reporting"
2787,software engineer,"git,agile,docker,system design,rest apis"
2788,product manager,"user stories,scrum,stakeholder management,product roadmap"
2789,data scientist,"deep learning,pandas,python,statistics"
2790,data analyst,"power bi,data cleaning,reporting,excel,sql"
2791,data scientist,"sql,statistics,nlp,python"
2792,data analyst,"tableau,excel,sql,data cleaning,reporting"
2793,data analyst,"data cleaning,sql,reporting,power bi,tableau,excel"
2794,data analyst,"data cleaning,reporting,tableau"
2795,software engineer,"git,system design,rest apis,docker,spring boot,agile"
2796,data analyst,"data cleaning,power bi,sql,excel"
2797,software engineer,"java,docker,rest apis"
2798,product manager,"stakeholder management,user stories,scrum,agile"
2799,ml engineer,"cloud,pytorch,mlops,computer vision,tensorflow,keras,python"
2800,software engineer,"java,system design,git"
2801,ml engineer,"keras,python,computer vision"
2802,data scientist,"machine learning,deep learning,sql,python,pandas"
2803,data scientist,"machine learning,deep learning,nlp,pandas,statistics,sql"
2804,data analyst,"tableau,sql,excel,reporting,data cleaning,power bi"
2805,data analyst,"tableau,reporting,power bi,data cleaning"
2806,ml engineer,"mlops,cloud,keras"
2807,data scientist,"deep learning,statistics,sql,pandas,machine learning"
2808,data scientist,"deep learning,nlp,python,sql,machine learning,statistics"
2809,software engineer,"java,system design,docker,agile,spring boot,git"
2810,data scientist,"deep learning,nlp,sql,pandas,python,statistics,machine learning"
2811,data analyst,"excel,tableau,power bi,sql,reporting,data cleaning"
2812,data scientist,"deep learning,python,statistics,nlp,sql,machine learning"
2813,data analyst,"tableau,data cleaning,sql,excel,power bi"
2814,ml engineer,"cloud,python,keras,mlops,pytorch,tensorflow"
2815,software engineer,"git,spring boot,rest apis,docker,agile"
2816,data analyst,"excel,reporting,sql,power bi,tableau,data cleaning"
2817,software engineer,"git,agile,system design,spring boot,docker,rest apis"
2818,ml engineer,"python,keras,cloud,mlops"
2819,data analyst,"power bi,tableau,sql,reporting,excel,data cleaning"
2820,data scientist,"deep learning,sql,statistics,machine learning,python,nlp,pandas"
2821,software engineer,"docker,rest apis,git,agile,system design,spring boot,java"
2822,software engineer,"system design,agile,java,git,rest apis"
2823,data scientist,"sql,nlp,machine learning,statistics,pandas,python,deep learning"
2824,ml engineer,"mlops,cloud,python"
2825,data analyst,"excel,power bi,data cleaning"
2826,product manager,"product roadmap,user stories,stakeholder management,scrum"
2827,data analyst,"reporting,tableau,excel,power bi"
2828,data scientist,"deep learning,python,sql"
2829,data scientist,"deep learning,machine learning,python,pandas,statistics,sql"
2830,data analyst,"data cleaning,tableau,reporting,excel,sql,power bi"
2831,data scientist,"nlp,python,sql,statistics,deep learning,pandas"
2832,data scientist,"statistics,deep learning,sql,nlp"
2833,data analyst,"tableau,reporting,excel,data cleaning"
2834,software engineer,"spring boot,git,java,system design"
2835,data analyst,"excel,data cleaning,sql,tableau,power bi,reporting"
2836,data scientist,"pandas,machine learning,nlp,statistics,sql,python"
2837,ml engineer,"computer vision,keras,pytorch,python,cloud"
2838,product manager,"product roadmap,stakeholder management,agile,user stories,scrum"
2839,software engineer,"system design,git,agile,spring boot,rest apis,java"
2840,data scientist,"deep learning,machine learning,statistics,sql,python,nlp,pandas"
2841,product manager,"product roadmap,scrum,user stories,stakeholder management,agile"
2842,data analyst,"sql,excel,tableau"
2843,product manager,"agile,product roadmap,scrum"
2844,software engineer,"git,system design,agile,docker"
2845,product manager,"agile,scrum,user stories"
2846,ml engineer,"pytorch,tensorflow,mlops,cloud,python"
2847,product manager,"agile,product roadmap,scrum,user stories"
2848,data scientist,"nlp,statistics,python,pandas,machine learning,deep learning"
2849,software engineer,"agile,java,rest apis,git,spring boot,docker,system design"
2850,product manager,"scrum,stakeholder management,product roadmap,agile"
2851,data scientist,"nlp,statistics,deep learning,sql"
2852,data scientist,"deep learning,pandas,sql,python"
2853,product manager,"product roadmap,user stories,scrum"
2854,data scientist,"pandas,machine learning,nlp,python"
2855,software engineer,"rest apis,docker,system design,java"
2856,ml engineer,"cloud,keras,mlops,tensorflow"
2857,ml engineer,"mlops,computer vision,tensorflow"
2858,data analyst,"excel,sql,reporting,power bi,data cleaning,tableau"
2859,data analyst,"tableau,excel,reporting"
2860,data scientist,"machine learning,python,nlp,pandas,sql,deep learning"
2861,product manager,"agile,scrum,user stories,stakeholder management"
2862,data analyst,"reporting,power bi,excel,data cleaning,sql"
2863,ml engineer,"mlops,tensorflow,keras,python"
2864,ml engineer,"tensorflow,cloud,keras,pytorch,mlops,python,computer vision"
2865,ml engineer,"python,mlops,pytorch,tensorflow,computer vision,keras"
2866,product manager,"user stories,agile,product roadmap"
2867,software engineer,"docker,rest apis,agile"
2868,software engineer,"java,spring boot,docker,system design"
2869,data scientist,"machine learning,pandas,python,deep learning,sql,nlp,statistics"
2870,data scientist,"pandas,python,nlp,statistics,deep learning"
2871,data scientist,"statistics,machine learning,python"
2872,software engineer,"rest apis,agile,docker,system design"
2873,data scientist,"deep learning,pandas,sql,machine learning,statistics,nlp"
2874,data scientist,"machine learning,deep learning,pandas,statistics,nlp"
2875,software engineer,"java,system design,rest apis,git"
2876,ml engineer,"python,computer vision,tensorflow,keras"
2877,software engineer,"agile,git,java,spring boot"
2878,software engineer,"spring boot,agile,system design,rest apis,git,java,docker"
2879,ml engineer,"python,computer vision,cloud,mlops"
2880,data analyst,"data cleaning,reporting,sql,power bi"
2881,ml engineer,"keras,tensorflow,mlops,cloud,pytorch,python"
2882,software engineer,"java,agile,spring boot,docker,git"
2883,data analyst,"tableau,sql,power bi"
2884,software engineer,"git,system design,rest apis,docker,java,agile"
2885,ml engineer,"keras,mlops,tensorflow,python,pytorch,cloud"
2886,data scientist,"deep learning,machine learning,sql,python"
2887,data analyst,"reporting,power bi,tableau,data cleaning,sql,excel"
2888,software engineer,"rest apis,spring boot,system design"
2889,data scientist,"pandas,sql,nlp,python,statistics"
2890,data scientist,"nlp,deep learning,pandas,statistics,python"
2891,data analyst,"data cleaning,excel,sql,tableau,power bi"
2892,software engineer,"spring boot,docker,rest apis,java"
2893,ml engineer,"python,keras,cloud,pytorch,computer vision"
2894,data analyst,"tableau,power bi,excel"
2895,data analyst,"sql,excel,power bi"
2896,product manager,"stakeholder management,user stories,product roadmap"
2897,ml engineer,"pytorch,python,mlops,computer vision,tensorflow,keras,cloud"
2898,data analyst,"tableau,power bi,excel,sql,reporting"
2899,data scientist,"pandas,sql,deep learning,python,statistics"
2900,data scientist,"sql,statistics,pandas,nlp,machine learning,deep learning"
2901,product manager,"agile,stakeholder management,product roadmap,scrum"
2902,software engineer,"rest apis,spring boot,java,system design,agile"
2903,ml engineer,"python,keras,tensorflow"
2904,product manager,"user stories,stakeholder management,scrum,agile"
2905,ml engineer,"pytorch,python,keras"
2906,product manager,"user stories,scrum,agile,product roadmap,stakeholder management"
2907,ml engineer,"cloud,keras,tensorflow"
2908,software engineer,"system design,agile,spring boot,rest apis,git,java"
2909,product manager,"agile,product roadmap,user stories,scrum"
2910,ml engineer,"pytorch,cloud,tensorflow,keras"
2911,data scientist,"nlp,python,statistics,deep learning,pandas,sql"
2912,product manager,"scrum,user stories,agile,product roadmap,stakeholder management"
2913,product manager,"user stories,product roadmap,scrum,agile,stakeholder management"
2914,data scientist,"pandas,machine learning,nlp,python,deep learning,sql,statistics"
2915,data analyst,"sql,reporting,excel,tableau"
2916,software engineer,"agile,docker,spring boot,system design"
2917,data analyst,"tableau,power bi,data cleaning,excel,sql,reporting"
2918,ml engineer,"keras,cloud,python"
2919,data scientist,"machine learning,statistics,deep learning,sql"
2920,data analyst,"excel,power bi,tableau,reporting,data cleaning,sql"
2921,software engineer,"docker,rest apis,system design"
2922,data scientist,"python,sql,machine learning"
2923,data analyst,"excel,tableau,power bi,data cleaning"
2924,data scientist,"sql,pandas,nlp,deep learning,statistics,python"
2925,data analyst,"power bi,excel,data cleaning"
2926,product manager,"agile,stakeholder management,product roadmap,user stories"
2927,software engineer,"system design,git,docker,spring boot"
2928,data scientist,"pandas,deep learning,machine learning,python,nlp"
2929,software engineer,"agile,git,spring boot,java"
2930,software engineer,"git,java,spring boot,agile,system design"
2931,software engineer,"agile,git,rest apis,spring boot,system design,java,docker"
2932,software engineer,"docker,git,java,agile,rest apis,spring boot"
2933,software engineer,"docker,system design,java"
2934,data analyst,"excel,sql,data cleaning,tableau"
2935,data analyst,"sql,reporting,power bi,tableau"
2936,data scientist,"sql,deep learning,pandas,python,nlp"
2937,ml engineer,"python,computer vision,keras,tensorflow,cloud"
2938,ml engineer,"mlops,computer vision,keras,python,tensorflow"
2939,ml engineer,"tensorflow,python,keras,mlops,cloud,computer vision"
2940,software engineer,"system design,spring boot,docker,java,git,agile"
2941,data analyst,"power bi,sql,data cleaning,reporting,tableau"
2942,product manager,"stakeholder management,product roadmap,scrum"
2943,data analyst,"power bi,sql,data cleaning,excel,reporting,tableau"
2944,data scientist,"sql,machine learning,statistics,deep learning"
2945,ml engineer,"cloud,mlops,tensorflow,computer vision"
2946,software engineer,"system design,java,git,rest apis,docker,spring boot"
2947,data analyst,"sql,power bi,data cleaning,excel"
2948,data analyst,"power bi,tableau,reporting,data cleaning,sql,excel"
2949,data scientist,"statistics,deep learning,pandas"
2950,product manager,"user stories,scrum,stakeholder management,product roadmap,agile"
2951,software engineer,"git,spring boot,docker,rest apis,system design"
2952,ml engineer,"computer vision,cloud,keras,pytorch,mlops,tensorflow"
2953,ml engineer,"keras,python,computer vision"
2954,ml engineer,"keras,computer vision,python"
2955,software engineer,"git,rest apis,java,docker,agile"
2956,data scientist,"statistics,nlp,pandas,deep learning,sql,python,machine learning"
2957,data analyst,"reporting,power bi,tableau,excel,data cleaning"
2958,data scientist,"pandas,machine learning,python,deep learning,statistics"
2959,data scientist,"python,machine learning,pandas,sql,statistics"
2960,data scientist,"machine learning,deep learning,pandas"
2961,data analyst,"excel,power bi,data cleaning,tableau"
2962,ml engineer,"keras,cloud,tensorflow,python,computer vision,pytorch"
2963,data analyst,"reporting,power bi,data cleaning,tableau,sql"
2964,ml engineer,"python,mlops,computer vision,keras,cloud,tensorflow"
2965,product manager,"product roadmap,agile,scrum,stakeholder management,user stories"
2966,data analyst,"tableau,excel,data cleaning,power bi"
2967,software engineer,"rest apis,spring boot,system design,git,agile,docker"
2968,software engineer,"system design,docker,rest apis,java,agile,spring boot"
2969,data scientist,"python,nlp,pandas,statistics,sql,deep learning"
2970,product manager,"user stories,product roadmap,stakeholder management,scrum,agile"
2971,data scientist,"machine learning,python,nlp,sql,pandas,statistics"
2972,product manager,"stakeholder management,scrum,product roadmap,agile"
2973,data analyst,"excel,power bi,sql"
2974,data scientist,"statistics,python,nlp,sql,machine learning,pandas"
2975,software engineer,"spring boot,git,agile,rest apis,system design,docker"
2976,product manager,"user stories,agile,stakeholder management"
2977,ml engineer,"mlops,cloud,keras"
2978,ml engineer,"cloud,python,computer vision,mlops"
2979,ml engineer,"computer vision,keras,python,cloud"
2980,data scientist,"statistics,pandas,sql,machine learning,deep learning,python,nlp"
2981,data scientist,"deep learning,machine learning,sql,nlp,statistics"
2982,ml engineer,"python,pytorch,tensorflow,keras,cloud,computer vision,mlops"
2983,data scientist,"sql,python,deep learning,nlp"
2984,product manager,"scrum,user stories,product roadmap,stakeholder management"
2985,product manager,"stakeholder management,scrum,user stories,product roadmap,agile"
2986,ml engineer,"mlops,tensorflow,pytorch"
2987,software engineer,"agile,java,git,spring boot"
2988,product manager,"scrum,stakeholder management,user stories"
2989,data scientist,"python,nlp,statistics,deep learning,pandas,sql,machine learning"
2990,data scientist,"statistics,deep learning,pandas,sql"
2991,data analyst,"sql,excel,tableau"
2992,data scientist,"sql,statistics,pandas"
2993,product manager,"scrum,stakeholder management,user stories,agile"
2994,data scientist,"statistics,deep learning,sql,python"
2995,data analyst,"power bi,data cleaning,excel,sql,tableau"
2996,data analyst,"sql,power bi,tableau"
2997,data analyst,"data cleaning,excel,tableau,power bi,sql,reporting"
2998,product manager,"product roadmap,stakeholder management,scrum,user stories"
2999,software engineer,"git,rest apis,system design,spring boot,java,agile"
3000,data scientist,"python,sql,statistics,nlp"
3001,software engineer,"spring boot,java,system design,rest apis,git,agile"
3002,data analyst,"reporting,power bi,sql,tableau"
3003,product manager,"stakeholder management,user stories,scrum,product roadmap,agile"
3004,software engineer,"docker,agile,spring boot,rest apis"
3005,data scientist,"python,pandas,deep learning,machine learning"
3006,data scientist,"machine learning,deep learning,statistics,python,pandas"
3007,software engineer,"git,rest apis,system design,agile"
3008,data analyst,"data cleaning,tableau,power bi,excel,sql"
3009,data analyst,"sql,data cleaning,excel,tableau,reporting,power bi"
3010,data analyst,"data cleaning,reporting,power bi"
3011,software engineer,"git,rest apis,agile,java,docker,system design"
3012,product manager,"product roadmap,stakeholder management,scrum,user stories"
3013,ml engineer,"keras,computer vision,tensorflow,pytorch,mlops"
3014,data scientist,"pandas,nlp,deep learning,sql,statistics,machine learning,python"
3015,software engineer,"agile,rest apis,spring boot,system design"
3016,software engineer,"spring boot,docker,git"
3017,data analyst,"power bi,data cleaning,tableau,excel,sql,reporting"
3018,data scientist,"statistics,machine learning,pandas,sql,python"
3019,data scientist,"nlp,sql,deep learning,machine learning,python,pandas"
3020,ml engineer,"keras,computer vision,pytorch,cloud,python,tensorflow"
3021,data analyst,"power bi,reporting,excel"
3022,ml engineer,"pytorch,tensorflow,python,keras,computer vision,cloud,mlops"
3023,data scientist,"statistics,nlp,deep learning,machine learning,pandas,python,sql"
3024,data scientist,"sql,deep learning,pandas,nlp"
3025,software engineer,"git,docker,system design"
3026,software engineer,"rest apis,system design,docker"
3027,ml engineer,"cloud,pytorch,keras"
3028,product manager,"stakeholder management,scrum,user stories,agile"
3029,product manager,"user stories,agile,scrum,product roadmap,stakeholder management"
3030,ml engineer,"computer vision,pytorch,mlops,keras,python,cloud,tensorflow"
3031,data scientist,"deep learning,statistics,pandas,sql,python,nlp"
3032,data scientist,"sql,machine learning,statistics,deep learning,nlp"
3033,data scientist,"machine learning,sql,python"
3034,software engineer,"system design,java,rest apis,git,docker"
3035,data scientist,"machine learning,sql,python,pandas,nlp,deep learning,statistics"
3036,product manager,"scrum,product roadmap,agile"
3037,product manager,"scrum,stakeholder management,user stories"
3038,ml engineer,"python,mlops,cloud,tensorflow,computer vision,keras,pytorch"
3039,data scientist,"python,nlp,deep learning,sql"
3040,ml engineer,"computer vision,pytorch,mlops,keras"
3041,ml engineer,"tensorflow,python,mlops,pytorch,cloud,keras,computer vision"
3042,software engineer,"java,git,agile,docker,system design,spring boot"
3043,data analyst,"data cleaning,power bi,reporting,tableau,sql,excel"
3044,data scientist,"pandas,machine learning,nlp,python"
3045,data scientist,"nlp,python,machine learning"
3046,ml engineer,"python,cloud,pytorch,computer vision,keras,mlops,tensorflow"
3047,software engineer,"system design,java,git,docker,rest apis,spring boot,agile"
3048,software engineer,"git,system design,java,spring boot,rest apis,docker,agile"
3049,product manager,"product roadmap,scrum,agile"
3050,data scientist,"statistics,sql,pandas,machine learning,python,deep learning"
3051,ml engineer,"python,keras,cloud"
3052,ml engineer,"tensorflow,pytorch,keras,computer vision,mlops,python"
3053,ml engineer,"mlops,cloud,pytorch,tensorflow,python,keras,computer vision"
3054,product manager,"scrum,stakeholder management,product roadmap,user stories"
3055,product manager,"user stories,agile,scrum,product roadmap"
3056,software engineer,"git,agile,rest apis,spring boot"
3057,data scientist,"python,machine learning,pandas"
3058,software engineer,"system design,spring boot,git,docker,rest apis,java,agile"
3059,ml engineer,"pytorch,keras,computer vision,python"
3060,software engineer,"docker,system design,git,spring boot,java,agile,rest apis"
3061,product manager,"agile,product roadmap,scrum,user stories"
3062,product manager,"stakeholder management,scrum,product roadmap,user stories"
3063,ml engineer,"cloud,computer vision,mlops,keras"
3064,product manager,"stakeholder management,agile,scrum,user stories,product roadmap"
3065,software engineer,"system design,docker,java,rest apis,spring boot,agile,git"
3066,product manager,"stakeholder management,agile,user stories,scrum"
3067,product manager,"agile,product roadmap,scrum,user stories,stakeholder management"
3068,software engineer,"docker,agile,system design,java"
3069,data analyst,"power bi,sql,data cleaning,reporting,excel"
3070,software engineer,"system design,spring boot,java"
3071,data scientist,"machine learning,nlp,pandas,python,deep learning,sql"
3072,data scientist,"deep learning,statistics,pandas,python,nlp,machine learning"
3073,software engineer,"git,java,system design,agile"
3074,data scientist,"nlp,deep learning,pandas,machine learning,statistics,python"
3075,data scientist,"nlp,statistics,machine learning,pandas"
3076,data scientist,"python,nlp,pandas"
3077,ml engineer,"cloud,mlops,tensorflow"
3078,data scientist,"python,pandas,machine learning,sql"
3079,data scientist,"pandas,machine learning,python,deep learning"
3080,software engineer,"java,git,rest apis,docker,system design,spring boot,agile"
3081,ml engineer,"cloud,tensorflow,pytorch,python,computer vision"
3082,product manager,"user stories,scrum,product roadmap,agile"
3083,data analyst,"power bi,excel,data cleaning,sql,tableau,reporting"
3084,data analyst,"tableau,reporting,sql,power bi,data cleaning,excel"
3085,software engineer,"java,git,docker,spring boot"
3086,data analyst,"data cleaning,reporting,excel,tableau"
3087,ml engineer,"mlops,cloud,keras,python,tensorflow,pytorch,computer vision"
3088,product manager,"agile,scrum,stakeholder management,user stories"
3089,data scientist,"python,machine learning,nlp"
3090,software engineer,"agile,rest apis,system design"
3091,data scientist,"python,pandas,machine learning,nlp,deep learning,statistics,sql"
3092,ml engineer,"keras,mlops,cloud,python"
3093,data scientist,"python,nlp,sql,deep learning,machine learning"
3094,data scientist,"statistics,pandas,sql"
3095,software engineer,"agile,docker,java,git,spring boot,rest apis,system design"
3096,data analyst,"sql,power bi,tableau,reporting,excel,data cleaning"
3097,data scientist,"deep learning,sql,python,statistics"
3098,software engineer,"docker,java,agile,system design"
3099,data scientist,"nlp,python,statistics,deep learning,sql,pandas"
3100,ml engineer,"cloud,python,computer vision,keras,tensorflow"
3101,data analyst,"sql,excel,tableau,power bi,reporting,data cleaning"
3102,data analyst,"sql,tableau,power bi,data cleaning,excel,reporting"
3103,data scientist,"pandas,machine learning,statistics,sql,python,deep learning,nlp"
3104,software engineer,"agile,docker,git,spring boot,system design,java,rest apis"
3105,ml engineer,"keras,pytorch,python,computer vision,tensorflow,cloud"
3106,data analyst,"excel,reporting,tableau,power bi,sql"
3107,software engineer,"rest apis,agile,java,system design,docker,git"
3108,data scientist,"sql,deep learning,python"
3109,product manager,"product roadmap,stakeholder management,agile,user stories,scrum"
3110,data scientist,"pandas,nlp,python,sql,deep learning,machine learning"
3111,product manager,"scrum,user stories,stakeholder management,product roadmap"
3112,ml engineer,"pytorch,computer vision,cloud,keras"
3113,software engineer,"java,agile,spring boot,docker,rest apis,system design"
3114,data scientist,"statistics,sql,deep learning,pandas,python,machine learning,nlp"
3115,software engineer,"agile,docker,git,system design,java"
3116,data analyst,"reporting,excel,data cleaning,tableau,power bi"
3117,data analyst,"power bi,data cleaning,excel,tableau"
3118,data scientist,"python,statistics,sql,deep learning,pandas"
3119,software engineer,"docker,agile,rest apis,system design"
3120,data analyst,"tableau,reporting,sql,power bi,data cleaning,excel"
3121,software engineer,"spring boot,rest apis,java,git,agile,docker"
3122,software engineer,"agile,git,system design,docker,java"
3123,ml engineer,"tensorflow,pytorch,python,computer vision"
3124,data scientist,"deep learning,pandas,nlp,statistics,python"
3125,data analyst,"data cleaning,tableau,excel,reporting"
3126,data analyst,"excel,reporting,tableau,sql,power bi"
3127,data analyst,"tableau,reporting,excel"
3128,ml engineer,"cloud,keras,python"
3129,product manager,"product roadmap,stakeholder management,scrum,user stories"
3130,software engineer,"spring boot,java,docker,git,rest apis"
3131,data analyst,"excel,reporting,power bi"
3132,product manager,"user stories,agile,product roadmap,stakeholder management"
3133,data scientist,"statistics,deep learning,sql,python,machine learning,pandas"
3134,data analyst,"data cleaning,reporting,power bi"
3135,ml engineer,"tensorflow,pytorch,mlops,keras,cloud,computer vision"
3136,software engineer,"agile,rest apis,spring boot,git,java,docker"
3137,ml engineer,"python,cloud,mlops,pytorch,tensorflow,keras,computer vision"
3138,product manager,"agile,user stories,scrum,product roadmap"
3139,software engineer,"rest apis,spring boot,git,system design,agile"
3140,data analyst,"data cleaning,tableau,excel"
3141,product manager,"product roadmap,user stories,stakeholder management,scrum"
3142,product manager,"stakeholder management,agile,product roadmap"
3143,product manager,"scrum,stakeholder management,product roadmap,user stories"
3144,software engineer,"agile,docker,spring boot,system design,git,rest apis"
3145,software engineer,"system design,java,rest apis,spring boot"
3146,product manager,"agile,stakeholder management,scrum"
3147,software engineer,"docker,agile,rest apis"
3148,ml engineer,"keras,pytorch,tensorflow,mlops"
3149,data analyst,"power bi,sql,reporting,tableau,excel"
3150,product manager,"user stories,product roadmap,agile,stakeholder management,scrum"
3151,software engineer,"git,system design,java"
3152,software engineer,"git,system design,docker,java"
3153,ml engineer,"computer vision,cloud,keras,tensorflow,python,mlops"
3154,product manager,"user stories,product roadmap,agile,stakeholder management"
3155,data scientist,"pandas,sql,machine learning,statistics,nlp,python"
3156,product manager,"user stories,agile,product roadmap"
3157,product manager,"agile,user stories,scrum,stakeholder management"
3158,data scientist,"python,nlp,sql,statistics,deep learning,machine learning,pandas"
3159,software engineer,"system design,docker,spring boot"
3160,ml engineer,"cloud,python,tensorflow,computer vision"
