ID,Job Title,Skill
1633,Data Analyst,"Data Cleaning, Power Bi, Excel"
1634,Data Analyst,"Power Bi, Tableau, Reporting"
1635,Data Scientist,"Machine Learning, Nlp, Deep Learning, Python, Pandas"
1636,Ml Engineer,"Mlops, Computer Vision, Python, Tensorflow, Pytorch"
1637,Ml Engineer,"Keras, Python, Computer Vision, Cloud, Mlops, Tensorflow, Pytorch"
1638,Ml Engineer,"Python, Mlops, Computer Vision, Pytorch, Keras"
1639,Software Engineer,"Java, Agile, Spring Boot, System Design, Git, Docker, Rest Apis"
1640,Software Engineer,"System Design, Java, Spring Boot, Agile, Git"
1641,Data Analyst,"Sql, Tableau, Reporting, Data Cleaning, Excel"
1642,Data Scientist,"Pandas, Deep Learning, Statistics, Nlp, Sql, Python"
1643,Ml Engineer,"Mlops, Pytorch, Python, Keras, Cloud"
1644,Product Manager,"Agile, Scrum, Stakeholder Management, User Stories, Product Roadmap"
1645,Product Manager,"Agile, User Stories, Scrum, Product Roadmap, Stakeholder Management"
1646,Software Engineer,"Rest Apis, Agile, Java, Git, Spring Boot, System Design"
1647,Ml Engineer,"Pytorch, Cloud, Computer Vision, Mlops, Python, Keras"
1648,Software Engineer,"Spring Boot, Git, System Design"
1649,Data Scientist,"Machine Learning, Nlp, Python"
1650,Data Analyst,"Data Cleaning, Sql, Excel, Tableau, Reporting, Power Bi"
1651,Ml Engineer,"Cloud, Keras, Python"
1652,Data Scientist,"Python, Sql, Deep Learning, Nlp"
1653,Ml Engineer,"Cloud, Tensorflow, Computer Vision, Python, Mlops, Keras"
1654,Software Engineer,"Git, System Design, Spring Boot, Docker"
1655,Product Manager,"User Stories, Product Roadmap, Agile, Scrum, Stakeholder Management"
1656,Data Analyst,"Power Bi, Data Cleaning, Reporting, Sql, Tableau, Excel"
1657,Software Engineer,"Rest Apis, Agile, System Design, Spring Boot"
1658,Software Engineer,"Java, System Design, Git, Rest Apis, Agile"
1659,Software Engineer,"Git, Rest Apis, Agile, Spring Boot"
1660,Ml Engineer,"Computer Vision, Cloud, Mlops, Keras, Tensorflow"
1661,Software Engineer,"Docker, Java, System Design, Spring Boot, Git, Agile"
1662,Data Scientist,"Nlp, Sql, Deep Learning, Statistics, Pandas"
1663,Software Engineer,"Agile, Git, Java, Docker, Spring Boot, System Design, Rest Apis"
1664,Data Analyst,"Excel, Power Bi, Data Cleaning, Reporting"
1665,Data Analyst,"Power Bi, Tableau, Reporting, Sql, Data Cleaning, Excel"
1666,Software Engineer,"System Design, Git, Rest Apis, Docker, Agile"
1667,Data Analyst,"Sql, Power Bi, Reporting"
1668,Ml Engineer,"Keras, Python, Pytorch, Cloud, Mlops, Tensorflow, Computer Vision"
1669,Data Scientist,"Python, Nlp, Statistics, Machine Learning, Sql, Deep Learning, Pandas"
1670,Data Analyst,"Data Cleaning, Power Bi, Tableau, Reporting"
1671,Ml Engineer,"Pytorch, Keras, Python, Cloud"
1672,Data Analyst,"Sql, Tableau, Reporting, Power Bi"
1673,Ml Engineer,"Mlops, Tensorflow, Pytorch"
1674,Product Manager,"Product Roadmap, Stakeholder Management, User Stories, Agile"
1675,Ml Engineer,"Keras, Computer Vision, Pytorch, Python, Tensorflow"
1676,Software Engineer,"System Design, Spring Boot, Java, Git, Rest Apis, Docker"
1677,Software Engineer,"Spring Boot, System Design, Docker, Agile, Git, Java, Rest Apis"
1678,Ml Engineer,"Mlops, Keras, Python, Pytorch"
1679,Ml Engineer,"Cloud, Python, Tensorflow, Pytorch, Mlops, Keras"
1680,Data Scientist,"Statistics, Sql, Machine Learning, Nlp, Pandas, Deep Learning, Python"
1681,Software Engineer,"System Design, Git, Java, Docker, Spring Boot, Agile"
1682,Ml Engineer,"Tensorflow, Pytorch, Mlops, Cloud"
1683,Data Scientist,"Pandas, Nlp, Statistics, Python, Machine Learning, Sql, Deep Learning"
1684,Data Scientist,"Python, Sql, Statistics, Pandas, Deep Learning, Nlp"
1685,Data Scientist,"Sql, Machine Learning, Python, Deep Learning, Nlp, Pandas, Statistics"
1686,Product Manager,"Product Roadmap, Agile, Scrum"
1687,Data Analyst,"Sql, Power Bi, Tableau, Excel"
1688,Data Analyst,"Tableau, Data Cleaning, Reporting, Power Bi, Sql"
1689,Software Engineer,"Rest Apis, Agile, Git, System Design, Java, Spring Boot, Docker"
1690,Data Analyst,"Power Bi, Excel, Sql, Tableau, Data Cleaning, Reporting"
1691,Ml Engineer,"Tensorflow, Cloud, Pytorch, Keras"
1692,Ml Engineer,"Pytorch, Computer Vision, Mlops, Keras"
1693,Data Analyst,"Power Bi, Data Cleaning, Reporting, Tableau"
1694,Product Manager,"Scrum, User Stories, Agile"
1695,Software Engineer,"Rest Apis, Agile, Docker, System Design"
1696,Software Engineer,"System Design, Docker, Java, Spring Boot, Git"
1697,Data Analyst,"Excel, Sql, Power Bi"
1698,Software Engineer,"Git, Spring Boot, Rest Apis, Agile, Docker"
1699,Ml Engineer,"Mlops, Pytorch, Python, Computer Vision, Keras, Tensorflow, Cloud"
1700,Software Engineer,"Spring Boot, Git, Docker, Agile"
1701,Product Manager,"Product Roadmap, Scrum, User Stories, Agile, Stakeholder Management"
1702,Software Engineer,"Rest Apis, Git, Agile"
1703,Data Analyst,"Tableau, Sql, Data Cleaning, Power Bi"
1704,Data Analyst,"Tableau, Power Bi, Data Cleaning, Reporting"
1705,Data Analyst,"Reporting, Tableau, Power Bi, Data Cleaning, Excel"
1706,Data Scientist,"Deep Learning, Sql, Pandas, Python, Machine Learning, Statistics"
1707,Software Engineer,"Git, Java, System Design, Rest Apis, Agile"
1708,Software Engineer,"System Design, Agile, Git, Docker, Java, Rest Apis, Spring Boot"
1709,Ml Engineer,"Tensorflow, Pytorch, Computer Vision, Mlops, Keras"
1710,Ml Engineer,"Mlops, Pytorch, Tensorflow, Computer Vision, Python"
1711,Data Scientist,"Machine Learning, Deep Learning, Python, Statistics, Nlp, Sql, Pandas"
1712,Data Analyst,"Power Bi, Excel, Sql, Reporting, Data Cleaning"
1713,Software Engineer,"Docker, System Design, Java, Spring Boot, Git"
1714,Data Scientist,"Python, Machine Learning, Pandas, Deep Learning"
1715,Data Scientist,"Pandas, Statistics, Python, Deep Learning, Machine Learning, Sql, Nlp"
1716,Ml Engineer,"Cloud, Pytorch, Computer Vision, Mlops, Keras"
1717,Data Analyst,"Reporting, Data Cleaning, Power Bi, Tableau, Sql, Excel"
1718,Ml Engineer,"Cloud, Mlops, Keras, Pytorch"
1719,Data Scientist,"Python, Statistics, Sql, Deep Learning, Nlp, Pandas, Machine Learning"
1720,Data Scientist,"Nlp, Statistics, Sql, Deep Learning, Python, Pandas, Machine Learning"
1721,Data Analyst,"Reporting, Power Bi, Excel, Sql, Tableau, Data Cleaning"
1722,Data Scientist,"Pandas, Sql, Nlp"
1723,Software Engineer,"Rest Apis, System Design, Java, Spring Boot, Agile, Docker"
1724,Ml Engineer,"Tensorflow, Keras, Mlops"
1725,Data Scientist,"Python, Statistics, Sql"
1726,Software Engineer,"System Design, Docker, Spring Boot, Java"
1727,Software Engineer,"Agile, Java, Rest Apis, Spring Boot"
1728,Software Engineer,"Spring Boot, Git, Docker, Agile, Rest Apis, System Design, Java"
1729,Data Analyst,"Tableau, Reporting, Power Bi, Data Cleaning, Excel, Sql"
1730,Data Scientist,"Sql, Nlp, Statistics, Python, Machine Learning"
1731,Ml Engineer,"Keras, Cloud, Pytorch, Mlops, Computer Vision, Tensorflow"
1732,Data Scientist,"Nlp, Machine Learning, Statistics, Pandas"
1733,Software Engineer,"Rest Apis, Agile, Java, System Design, Git, Spring Boot, Docker"
1734,Ml Engineer,"Keras, Cloud, Tensorflow, Pytorch, Mlops"
1735,Data Scientist,"Nlp, Python, Deep Learning, Machine Learning, Sql, Pandas"
1736,Ml Engineer,"Python, Cloud, Computer Vision, Tensorflow, Keras"
1737,Product Manager,"Stakeholder Management, Scrum, User Stories, Agile"
1738,Data Scientist,"Machine Learning, Python, Nlp, Deep Learning"
1739,Ml Engineer,"Pytorch, Python, Tensorflow, Keras"
1740,Software Engineer,"Agile, Java, Git, Rest Apis"
1741,Data Scientist,"Pandas, Sql, Python, Nlp, Statistics, Deep Learning"
1742,Data Analyst,"Data Cleaning, Reporting, Tableau, Power Bi, Excel, Sql"
1743,Data Scientist,"Deep Learning, Machine Learning, Pandas, Sql, Python, Statistics, Nlp"
1744,Product Manager,"Scrum, Agile, User Stories, Product Roadmap, Stakeholder Management"
1745,Data Analyst,"Reporting, Power Bi, Excel"
1746,Data Scientist,"Python, Pandas, Nlp, Sql, Machine Learning"
1747,Software Engineer,"Rest Apis, Docker, System Design, Java, Git, Agile"
1748,Data Scientist,"Statistics, Nlp, Sql, Python, Machine Learning"
1749,Product Manager,"User Stories, Product Roadmap, Stakeholder Management, Scrum, Agile"
1750,Ml Engineer,"Pytorch, Tensorflow, Python, Cloud, Mlops, Computer Vision, Keras"
1751,Data Analyst,"Power Bi, Data Cleaning, Excel, Tableau, Sql, Reporting"
1752,Product Manager,"User Stories, Product Roadmap, Stakeholder Management"
1753,Data Scientist,"Nlp, Deep Learning, Sql, Statistics"
1754,Data Analyst,"Sql, Excel, Tableau, Data Cleaning, Reporting, Power Bi"
1755,Data Analyst,"Data Cleaning, Power Bi, Sql, Tableau"
1756,Data Scientist,"Pandas, Python, Machine Learning, Deep Learning, Statistics, Sql, Nlp"
1757,Ml Engineer,"Cloud, Mlops, Pytorch, Computer Vision, Python, Keras, Tensorflow"
1758,Software Engineer,"Agile, Rest Apis, System Design, Spring Boot, Java, Git, Docker"
1759,Data Analyst,"Power Bi, Tableau, Reporting, Data Cleaning, Sql"
1760,Data Scientist,"Nlp, Sql, Machine Learning, Python, Statistics, Deep Learning"
1761,Data Scientist,"Deep Learning, Machine Learning, Pandas, Sql, Statistics, Nlp, Python"
1762,Software Engineer,"Docker, Rest Apis, Git, Agile, System Design, Java"
1763,Data Scientist,"Pandas, Machine Learning, Python, Deep Learning"
1764,Software Engineer,"Rest Apis, Spring Boot, Agile"
1765,Software Engineer,"Spring Boot, Agile, Rest Apis, Docker, Java"
1766,Data Scientist,"Statistics, Machine Learning, Sql, Deep Learning, Pandas"
1767,Ml Engineer,"Pytorch, Python, Tensorflow, Computer Vision"
1768,Ml Engineer,"Tensorflow, Python, Computer Vision, Mlops, Cloud, Pytorch, Keras"
1769,Data Analyst,"Data Cleaning, Reporting, Power Bi, Sql, Excel"
1770,Data Analyst,"Excel, Sql, Tableau, Power Bi"
1771,Ml Engineer,"Python, Keras, Cloud"
1772,Data Analyst,"Sql, Reporting, Excel, Power Bi, Data Cleaning"
1773,Data Scientist,"Python, Deep Learning, Sql"
1774,Data Scientist,"Nlp, Statistics, Python, Deep Learning, Machine Learning"
1775,Data Analyst,"Data Cleaning, Excel, Reporting, Sql, Power Bi, Tableau"
1776,Data Analyst,"Excel, Tableau, Reporting, Data Cleaning, Power Bi"
1777,Data Scientist,"Python, Deep Learning, Pandas, Statistics, Sql, Nlp"
1778,Software Engineer,"Spring Boot, Docker, Java"
1779,Data Scientist,"Machine Learning, Nlp, Sql, Deep Learning, Statistics"
1780,Ml Engineer,"Computer Vision, Pytorch, Python, Tensorflow, Mlops"
1781,Data Scientist,"Deep Learning, Pandas, Statistics, Python, Nlp, Machine Learning"
1782,Data Analyst,"Sql, Tableau, Power Bi, Reporting"
1783,Software Engineer,"Docker, Git, Agile, Spring Boot, Java"
1784,Data Scientist,"Python, Sql, Deep Learning, Machine Learning, Nlp, Statistics, Pandas"
1785,Data Scientist,"Nlp, Sql, Machine Learning, Deep Learning, Pandas"
1786,Data Scientist,"Pandas, Deep Learning, Nlp, Machine Learning, Sql, Statistics, Python"
1787,Software Engineer,"Spring Boot, System Design, Agile, Git"
1788,Product Manager,"Product Roadmap, Scrum, Stakeholder Management, Agile"
1789,Data Scientist,"Statistics, Deep Learning, Machine Learning, Python, Sql"
1790,Data Analyst,"Tableau, Excel, Reporting"
1791,Software Engineer,"Docker, Spring Boot, Agile, Rest Apis, Git"
1792,Ml Engineer,"Keras, Tensorflow, Python, Mlops"
1793,Ml Engineer,"Computer Vision, Python, Cloud, Tensorflow, Mlops, Pytorch, Keras"
1794,Data Analyst,"Reporting, Data Cleaning, Tableau, Power Bi"
1795,Data Scientist,"Sql, Statistics, Machine Learning, Deep Learning, Pandas"
1796,Data Scientist,"Machine Learning, Pandas, Nlp, Statistics, Sql"
1797,Data Analyst,"Data Cleaning, Tableau, Excel, Sql"
1798,Data Analyst,"Sql, Power Bi, Reporting, Tableau"
1799,Data Scientist,"Sql, Statistics, Deep Learning, Machine Learning, Nlp"
1800,Ml Engineer,"Computer Vision, Pytorch, Mlops, Python, Keras, Cloud"
1801,Software Engineer,"Agile, System Design, Spring Boot, Docker, Git"
1802,Software Engineer,"Agile, Rest Apis, Java, System Design, Docker"
1803,Software Engineer,"Docker, Agile, Spring Boot"
1804,Data Scientist,"Statistics, Sql, Python, Deep Learning, Pandas, Nlp"
1805,Data Analyst,"Sql, Power Bi, Tableau, Reporting, Data Cleaning"
1806,Data Scientist,"Deep Learning, Sql, Statistics"
1807,Product Manager,"Product Roadmap, Agile, User Stories, Stakeholder Management"
1808,Data Analyst,"Power Bi, Sql, Reporting, Tableau"
1809,Software Engineer,"Spring Boot, Rest Apis, System Design, Agile, Java, Docker, Git"
1810,Ml Engineer,"Computer Vision, Tensorflow, Keras, Pytorch, Cloud, Python"
1811,Software Engineer,"System Design, Rest Apis, Git, Spring Boot, Agile, Java"
1812,Software Engineer,"Docker, Git, Spring Boot"
1813,Software Engineer,"Docker, System Design, Java, Git, Spring Boot, Agile, Rest Apis"
1814,Software Engineer,"Agile, System Design, Java, Rest Apis, Docker, Spring Boot, Git"
1815,Software Engineer,"Agile, Git, System Design, Docker"
1816,Data Analyst,"Reporting, Data Cleaning, Tableau"
1817,Ml Engineer,"Keras, Mlops, Python, Computer Vision, Cloud"
1818,Data Analyst,"Excel, Sql, Reporting, Power Bi, Data Cleaning"
1819,Ml Engineer,"Pytorch, Cloud, Computer Vision"
1820,Data Scientist,"Pandas, Nlp, Python, Sql, Statistics, Deep Learning, Machine Learning"
1821,Data Analyst,"Sql, Reporting, Excel, Data Cleaning"
1822,Data Scientist,"Nlp, Python, Pandas, Sql, Machine Learning"
1823,Ml Engineer,"Pytorch, Computer Vision, Cloud, Tensorflow"
1824,Data Scientist,"Machine Learning, Python, Sql, Pandas, Statistics, Deep Learning"
1825,Software Engineer,"Agile, System Design, Docker, Git, Java"
1826,Data Analyst,"Data Cleaning, Power Bi, Excel, Reporting, Tableau, Sql"
1827,Data Analyst,"Data Cleaning, Sql, Power Bi, Reporting, Tableau, Excel"
1828,Software Engineer,"Java, Spring Boot, Agile, System Design, Rest Apis, Git, Docker"
1829,Software Engineer,"Rest Apis, Java, Git, System Design, Spring Boot, Agile"
1830,Ml Engineer,"Pytorch, Mlops, Cloud, Python, Keras, Computer Vision, Tensorflow"
1831,Software Engineer,"Agile, Rest Apis, Java, Spring Boot, Docker"
1832,Data Scientist,"Deep Learning, Machine Learning, Sql"
1833,Data Scientist,"Nlp, Deep Learning, Pandas"
1834,Data Analyst,"Data Cleaning, Reporting, Sql, Excel, Tableau"
1835,Data Analyst,"Sql, Reporting, Power Bi, Excel, Data Cleaning"
1836,Ml Engineer,"Pytorch, Tensorflow, Python, Computer Vision, Cloud"
1837,Software Engineer,"System Design, Git, Rest Apis, Agile, Spring Boot, Docker"
1838,Ml Engineer,"Computer Vision, Mlops, Tensorflow, Keras, Cloud, Pytorch, Python"
1839,Data Scientist,"Nlp, Sql, Deep Learning"
1840,Data Scientist,"Sql, Machine Learning, Nlp, Statistics"
1841,Data Analyst,"Power Bi, Excel, Reporting, Tableau, Sql, Data Cleaning"
1842,Software Engineer,"System Design, Rest Apis, Spring Boot, Docker, Agile, Java, Git"
1843,Product Manager,"Stakeholder Management, Scrum, Product Roadmap, Agile"
1844,Ml Engineer,"Keras, Tensorflow, Pytorch, Mlops, Computer Vision, Cloud, Python"
1845,Data Scientist,"Deep Learning, Pandas, Python, Nlp"
1846,Software Engineer,"Git, Java, Docker"
1847,Data Analyst,"Tableau, Sql, Excel, Power Bi"
1848,Software Engineer,"Git, Docker, Spring Boot, Java, Agile"
1849,Ml Engineer,"Pytorch, Tensorflow, Computer Vision, Python, Mlops, Cloud, Keras"
1850,Data Scientist,"Python, Statistics, Pandas, Deep Learning, Sql, Nlp"
1851,Software Engineer,"Docker, System Design, Spring Boot, Git"
1852,Data Analyst,"Reporting, Power Bi, Tableau, Sql, Excel, Data Cleaning"
1853,Data Scientist,"Pandas, Nlp, Machine Learning, Deep Learning, Sql, Statistics"
1854,Data Scientist,"Sql, Deep Learning, Nlp, Statistics, Python, Machine Learning, Pandas"
1855,Software Engineer,"Spring Boot, Git, Docker"
1856,Software Engineer,"System Design, Agile, Docker, Rest Apis, Git, Spring Boot, Java"
1857,Data Scientist,"Sql, Machine Learning, Deep Learning, Statistics"
1858,Ml Engineer,"Tensorflow, Pytorch, Cloud, Computer Vision, Python"
1859,Data Scientist,"Machine Learning, Deep Learning, Statistics, Pandas, Sql, Nlp, Python"
1860,Data Analyst,"Tableau, Excel, Reporting, Sql, Data Cleaning"
1861,Data Scientist,"Machine Learning, Statistics, Pandas, Python, Nlp"
1862,Software Engineer,"Java, Rest Apis, Spring Boot, System Design, Agile, Git"
1863,Software Engineer,"Rest Apis, Java, System Design, Docker, Agile, Spring Boot"
1864,Ml Engineer,"Python, Pytorch, Tensorflow, Computer Vision"
1865,Data Scientist,"Machine Learning, Deep Learning, Nlp, Sql"
1866,Data Analyst,"Sql, Reporting, Power Bi, Data Cleaning, Excel"
1867,Data Scientist,"Statistics, Sql, Machine Learning, Python, Nlp, Deep Learning, Pandas"
1868,Ml Engineer,"Keras, Mlops, Pytorch, Tensorflow, Computer Vision"
1869,Ml Engineer,"Cloud, Pytorch, Tensorflow, Keras, Python"
1870,Ml Engineer,"Pytorch, Computer Vision, Keras, Mlops, Python"
1871,Ml Engineer,"Python, Computer Vision, Pytorch, Tensorflow, Keras, Cloud"
1872,Data Analyst,"Data Cleaning, Sql, Reporting, Excel, Tableau, Power Bi"
1873,Ml Engineer,"Keras, Tensorflow, Computer Vision"
1874,Ml Engineer,"Keras, Computer Vision, Tensorflow, Pytorch, Cloud, Python, Mlops"
1875,Ml Engineer,"Keras, Tensorflow, Python, Pytorch, Mlops"
1876,Data Scientist,"Machine Learning, Statistics, Nlp, Python, Deep Learning"
1877,Product Manager,"User Stories, Stakeholder Management, Product Roadmap, Scrum, Agile"
1878,Data Analyst,"Sql, Excel, Reporting"
1879,Data Scientist,"Pandas, Nlp, Python, Machine Learning, Sql, Deep Learning, Statistics"
1880,Software Engineer,"Rest Apis, Java, Git, Spring Boot, Docker, Agile, System Design"
1881,Software Engineer,"Java, Agile, Docker, Git, Rest Apis, System Design, Spring Boot"
1882,Data Analyst,"Data Cleaning, Reporting, Excel, Power Bi, Tableau"
1883,Software Engineer,"Git, System Design, Agile, Spring Boot, Rest Apis, Docker"
1884,Ml Engineer,"Pytorch, Cloud, Mlops, Computer Vision"
1885,Data Analyst,"Power Bi, Reporting, Sql, Excel, Tableau"
1886,Ml Engineer,"Keras, Mlops, Computer Vision, Python"
1887,Data Scientist,"Pandas, Python, Deep Learning"
1888,Product Manager,"Scrum, User Stories, Stakeholder Management, Agile"
1889,Ml Engineer,"Mlops, Python, Computer Vision, Cloud"
1890,Data Scientist,"Pandas, Deep Learning, Nlp, Statistics, Machine Learning, Python, Sql"
1891,Ml Engineer,"Computer Vision, Pytorch, Keras"
1892,Ml Engineer,"Pytorch, Computer Vision, Cloud, Mlops"
1893,Data Scientist,"Statistics, Machine Learning, Deep Learning, Pandas"
1894,Software Engineer,"Git, Rest Apis, Docker, System Design, Agile"
1895,Ml Engineer,"Keras, Pytorch, Python, Cloud"
1896,Data Scientist,"Pandas, Deep Learning, Python, Nlp, Sql, Statistics"
1897,Data Analyst,"Reporting, Tableau, Sql, Power Bi, Excel"
1898,Ml Engineer,"Mlops, Cloud, Pytorch, Python"
1899,Data Scientist,"Sql, Python, Nlp, Machine Learning"
1900,Product Manager,"Scrum, Product Roadmap, Stakeholder Management, User Stories"
1901,Data Analyst,"Data Cleaning, Tableau, Power Bi, Excel"
1902,Data Scientist,"Python, Nlp, Sql, Statistics, Machine Learning, Pandas"
1903,Software Engineer,"Git, Agile, System Design, Docker, Spring Boot, Java"
1904,Software Engineer,"Rest Apis, Docker, Agile, System Design, Git, Java"
1905,Ml Engineer,"Tensorflow, Python, Pytorch, Mlops, Keras, Cloud, Computer Vision"
1906,Data Scientist,"Python, Machine Learning, Nlp, Sql, Deep Learning, Pandas"
1907,Data Scientist,"Deep Learning, Pandas, Machine Learning, Statistics, Python, Nlp, Sql"
1908,Data Analyst,"Power Bi, Sql, Data Cleaning, Reporting, Tableau"
1909,Ml Engineer,"Mlops, Keras, Pytorch, Computer Vision, Python, Tensorflow, Cloud"
1910,Software Engineer,"Agile, Docker, Java, Git, System Design, Spring Boot"
1911,Data Scientist,"Sql, Statistics, Nlp, Python, Deep Learning"
1912,Software Engineer,"System Design, Git, Rest Apis"
1913,Ml Engineer,"Computer Vision, Tensorflow, Mlops, Python, Keras, Cloud, Pytorch"
1914,Software Engineer,"Rest Apis, Agile, System Design, Spring Boot, Docker, Java, Git"
1915,Data Scientist,"Python, Statistics, Deep Learning, Machine Learning, Pandas"
1916,Data Analyst,"Power Bi, Reporting, Sql, Data Cleaning"
1917,Ml Engineer,"Mlops, Computer Vision, Keras, Pytorch, Python, Cloud, Tensorflow"
1918,Ml Engineer,"Computer Vision, Mlops, Keras"
1919,Ml Engineer,"Tensorflow, Cloud, Pytorch"
1920,Ml Engineer,"Python, Mlops, Cloud, Pytorch, Computer Vision"
1921,Ml Engineer,"Keras, Python, Tensorflow"
1922,Ml Engineer,"Pytorch, Tensorflow, Computer Vision"
1923,Data Analyst,"Excel, Tableau, Power Bi"
1924,Software Engineer,"Agile, Docker, Java, Spring Boot, System Design"
1925,Data Analyst,"Sql, Reporting, Excel, Power Bi, Tableau"
1926,Data Scientist,"Python, Machine Learning, Pandas, Nlp"
1927,Data Analyst,"Sql, Tableau, Power Bi, Data Cleaning, Excel, Reporting"
1928,Data Analyst,"Sql, Power Bi, Tableau, Excel, Reporting, Data Cleaning"
1929,Product Manager,"User Stories, Stakeholder Management, Product Roadmap, Agile"
1930,Product Manager,"Scrum, Agile, Product Roadmap, User Stories"
1931,Software Engineer,"Git, Spring Boot, Docker"
1932,Ml Engineer,"Computer Vision, Cloud, Pytorch, Mlops, Keras, Tensorflow"
1933,Product Manager,"Product Roadmap, Agile, User Stories, Scrum, Stakeholder Management"
1934,Ml Engineer,"Mlops, Computer Vision, Pytorch, Cloud, Keras, Python"
1935,Software Engineer,"Docker, Spring Boot, Git, Java, Rest Apis, System Design"
1936,Ml Engineer,"Keras, Pytorch, Mlops, Tensorflow, Cloud, Computer Vision, Python"
1937,Product Manager,"Scrum, Agile, Product Roadmap, User Stories, Stakeholder Management"
1938,Software Engineer,"Docker, Git, Rest Apis, System Design, Agile"
1939,Software Engineer,"System Design, Agile, Docker, Spring Boot, Git, Java"
1940,Ml Engineer,"Mlops, Computer Vision, Cloud, Python, Tensorflow, Pytorch, Keras"
1941,Software Engineer,"Rest Apis, Java, System Design, Git, Docker, Agile"
1942,Data Scientist,"Statistics, Deep Learning, Pandas, Nlp, Python, Machine Learning, Sql"
1943,Ml Engineer,"Python, Tensorflow, Cloud, Computer Vision"
1944,Ml Engineer,"Keras, Tensorflow, Pytorch"
1945,Data Scientist,"Statistics, Pandas, Sql, Deep Learning, Machine Learning"
1946,Ml Engineer,"Pytorch, Tensorflow, Keras, Mlops, Cloud"
1947,Ml Engineer,"Tensorflow, Python, Mlops, Computer Vision"
1948,Software Engineer,"Java, Rest Apis, Docker, Spring Boot, System Design, Git, Agile"
1949,Software Engineer,"System Design, Rest Apis, Spring Boot, Git, Docker, Agile"
1950,Ml Engineer,"Python, Cloud, Pytorch, Tensorflow, Mlops, Keras"
1951,Data Scientist,"Machine Learning, Pandas, Sql, Python, Deep Learning"
1952,Data Analyst,"Sql, Excel, Power Bi, Reporting, Data Cleaning"
1953,Ml Engineer,"Keras, Cloud, Python, Mlops, Tensorflow"
1954,Ml Engineer,"Python, Pytorch, Cloud, Mlops, Tensorflow, Computer Vision, Keras"
1955,Product Manager,"Agile, User Stories, Scrum, Stakeholder Management, Product Roadmap"
1956,Software Engineer,"Git, Spring Boot, Docker, Java, Agile, Rest Apis, System Design"
1957,Data Scientist,"Nlp, Sql, Statistics, Python"
1958,Data Analyst,"Tableau, Excel, Data Cleaning, Reporting"
1959,Product Manager,"Product Roadmap, Stakeholder Management, User Stories"
1960,Ml Engineer,"Pytorch, Keras, Mlops, Python"
1961,Data Scientist,"Statistics, Machine Learning, Deep Learning, Sql, Python, Nlp"
1962,Data Scientist,"Machine Learning, Deep Learning, Statistics, Nlp, Pandas, Sql"
1963,Ml Engineer,"Tensorflow, Cloud, Computer Vision, Python"
1964,Data Scientist,"Sql, Pandas, Machine Learning, Statistics, Python"
1965,Data Analyst,"Power Bi, Data Cleaning, Excel, Sql"
1966,Data Analyst,"Power Bi, Sql, Reporting, Data Cleaning, Tableau"
1967,Software Engineer,"Spring Boot, Git, Docker, Java"
1968,Ml Engineer,"Pytorch, Computer Vision, Python, Mlops, Keras"
1969,Software Engineer,"Git, Java, Spring Boot, Agile, System Design, Rest Apis, Docker"
1970,Data Scientist,"Sql, Statistics, Nlp, Deep Learning, Machine Learning"
1971,Data Analyst,"Sql, Power Bi, Reporting, Data Cleaning"
1972,Data Analyst,"Excel, Data Cleaning, Tableau, Reporting, Power Bi"
1973,Data Scientist,"Pandas, Python, Machine Learning, Nlp"
1974,Product Manager,"Scrum, Product Roadmap, Stakeholder Management, Agile"
1975,Software Engineer,"Java, System Design, Agile, Spring Boot, Git, Rest Apis, Docker"
1976,Data Scientist,"Pandas, Sql, Python, Statistics, Deep Learning"
1977,Ml Engineer,"Python, Cloud, Pytorch, Tensorflow, Keras, Mlops, Computer Vision"
1978,Software Engineer,"Rest Apis, System Design, Spring Boot, Java, Docker, Git, Agile"
1979,Data Scientist,"Python, Sql, Deep Learning, Nlp, Statistics"
1980,Software Engineer,"Java, Git, Docker, System Design, Rest Apis, Agile, Spring Boot"
1981,Data Analyst,"Sql, Power Bi, Excel"
1982,Software Engineer,"System Design, Java, Rest Apis, Git, Agile, Spring Boot"
1983,Product Manager,"Product Roadmap, Scrum, Stakeholder Management, User Stories"
1984,Software Engineer,"System Design, Java, Git, Rest Apis"
1985,Data Analyst,"Power Bi, Data Cleaning, Sql, Excel, Reporting, Tableau"
1986,Data Scientist,"Nlp, Sql, Pandas, Statistics, Deep Learning"
1987,Data Scientist,"Nlp, Pandas, Sql, Machine Learning, Python, Deep Learning, Statistics"
1988,Software Engineer,"Rest Apis, Docker, Agile, Git, Spring Boot, System Design, Java"
1989,Data Analyst,"Reporting, Tableau, Excel, Sql"
1990,Data Scientist,"Machine Learning, Python, Nlp, Sql, Pandas"
1991,Ml Engineer,"Computer Vision, Keras, Pytorch, Python, Mlops, Cloud, Tensorflow"
1992,Ml Engineer,"Cloud, Python, Tensorflow"
1993,Software Engineer,"System Design, Git, Docker, Rest Apis, Java, Spring Boot"
1994,Data Analyst,"Tableau, Data Cleaning, Reporting, Excel"
1995,Data Scientist,"Pandas, Deep Learning, Statistics, Python"
1996,Data Scientist,"Pandas, Python, Statistics, Machine Learning, Sql, Deep Learning"
1997,Data Scientist,"Nlp, Python, Pandas, Sql, Statistics, Machine Learning"
1998,Data Analyst,"Excel, Power Bi, Sql, Reporting, Data Cleaning"
